text,mood
i am feeling the need to consolidate to step back and re evaluate the purpose of this blog other than providing a fabulous vicarious life for yall to live through my sarcasm does not always come across in print,Mind-Expanding
i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,Mind-Expanding
im just feeling really shitty about life in general now that i want to just write continuously,Mind-Expanding
i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,Mind-Expanding
i felt joy when i passed the worst phase in my life and discovered how many people considered me important to them,Mind-Expanding
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,Mind-Expanding
i thought wed escaped the interminable bouts of bods in dressing gowns feeling each others lapels we now have the charming spectacle as i type of a guy in a tight fitting deep blue combo trying to for all intents and purposes take another guy in red from behind,Mind-Expanding
i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of,Mind-Expanding
i can feel my life is the most wonderful,Mind-Expanding
i feel like i quote him or talk about him much but it is only because i am continually amazed and nourished by his spirit and his understanding and excitement for life,Mind-Expanding
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,Mind-Expanding
i find myself feeling slightly melancholy at the thought of retiring my favourite summer pieces into a storage closet for the fall and winter seasons,Mind-Expanding
i could think was i wonder how many days i have until i am feeling terrible,Mind-Expanding
i always get questions about blocking in my classes and its a topic i feel pretty passionately about as a knitter and as a teacher,Mind-Expanding
i feel as if my husband s life is valued and the duty of care towards him is taken seriously,Mind-Expanding
i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,Mind-Expanding
i feel cute because the tune of the song days of christmas played on my mind pia again almost my best friend because were going out like everyday and i can share to her almost everything and we understand together and i went out,Mind-Expanding
i have no idea why am i feeling so aching when i am just thinking about it and the day have not come yet,Mind-Expanding
